NGA,Polity,Section,Subsection,Variable,Value From,Value To,Date From,Date To,Fact Type,Value Note,Date Note,Comment
Cahokia,USMisEW,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Cahokia,USMisEW,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Cahokia,USMisEW,Social Complexity variables,Other,Store of wealth,absent,,,,simple,simple,,
Cahokia,USMisEW,Social Complexity variables,Other,Couriers,absent,,,,simple,simple,,
Cahokia,USMisEW,Social Complexity variables,Other,Postal stations,absent,,,,simple,simple,,
Cahokia,USMisEW,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,,Expert,Peter Peregrine,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Social Scale,Polity Population,30,50,,,complex,range,,
Cahokia,USMisMW,Social Complexity variables,Social Scale,Population of the largest settlement,30,50,,,complex,range,,
Cahokia,USMisMW,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,2,,,complex,range,,
Cahokia,USMisMW,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Hierarchical Complexity,Military levels,1,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Professions,Professional military officers,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Professions,Professional soldiers,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Bureaucracy characteristics,Source of support,none,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Law,Formal legal code,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Law,Judges,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Law,Courts,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Law,Professional Lawyers,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,markets,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,present,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Roads,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Bridges,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Canals,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Ports,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,present,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,present,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Length,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Area,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Volume,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Weight,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Time,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Geometrical,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Non-phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Store of wealth,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Couriers,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,Postal stations,absent,,,,simple,simple,,
Cahokia,USMisMW,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,,Expert,Peter Peregrine,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Social Scale,Polity Population,30,50,,,complex,range,,
Cahokia,USMisRo,Social Complexity variables,Social Scale,Population of the largest settlement,30,50,,,complex,range,,
Cahokia,USMisRo,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Hierarchical Complexity,Military levels,1,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Professions,Professional military officers,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Professions,Professional soldiers,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Bureaucracy characteristics,Source of support,none,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Law,Formal legal code,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Law,Judges,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Law,Courts,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Law,Professional Lawyers,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,inferred absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,inferred absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,markets,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,inferred absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Roads,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Bridges,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Canals,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Ports,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,present,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Length,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Area,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Volume,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Weight,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Time,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Geometrical,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Non-phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Store of wealth,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Couriers,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,Postal stations,absent,,,,simple,simple,,
Cahokia,USMisRo,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,,Expert,Peter Peregrine,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Social Scale,Polity Population,30,50,,,complex,range,,
Cahokia,USMisMu,Social Complexity variables,Social Scale,Population of the largest settlement,30,50,,,complex,range,,
Cahokia,USMisMu,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,1,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Hierarchical Complexity,Military levels,1,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Professions,Professional military officers,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Professions,Professional soldiers,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Bureaucracy characteristics,Source of support,none,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Law,Formal legal code,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Law,Judges,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Law,Courts,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Law,Professional Lawyers,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,inferred absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,inferred absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,markets,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Roads,inferred absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Bridges,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Canals,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Ports,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,present,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Length,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Area,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Volume,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Weight,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Time,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Geometrical,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Non-phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Store of wealth,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Couriers,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,Postal stations,absent,,,,simple,simple,,
Cahokia,USMisMu,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,,Expert,Peter Peregrine,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Social Scale,Polity Population,30,50,,,complex,range,,
Cahokia,USMisPa,Social Complexity variables,Social Scale,Population of the largest settlement,30,50,,,complex,range,,
Cahokia,USMisPa,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,2,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Hierarchical Complexity,Administrative levels,1,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Hierarchical Complexity,Military levels,1,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Professions,Professional military officers,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Professions,Professional soldiers,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Bureaucracy characteristics,Source of support,none,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Law,Formal legal code,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Law,Judges,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Law,Courts,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Law,Professional Lawyers,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,inferred present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,markets,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Symbolic buildings,present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Roads,inferred absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Bridges,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Canals,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Ports,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Length,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Area,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Volume,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Weight,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Time,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Geometrical,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Written records,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Script,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Non-phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Phonetic alphabetic writing,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Lists tables and classifications,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Calendar,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Sacred Texts,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Religious literature,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Practical literature,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,History,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Philosophy,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Scientific literature,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Information,Fiction,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Foreign coins,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Indigenous coins,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Debt and credit structures,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Store of wealth,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Couriers,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,Postal stations,absent,,,,simple,simple,,
Cahokia,USMisPa,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Cahokia,USMisSp,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Cahokia,USMisSp,Social Complexity variables,,Expert,Peter Peregrine,,,,simple,simple,,
Cahokia,USMisSp,Social Complexity variables,Social Scale,Polity territory,100,200,,,complex,range,,
Cahokia,USMisSp,Social Complexity variables,Social Scale,Polity Population,400,500,,,complex,range,,
Cahokia,USMisSp,Social Complexity variables,Social Scale,Population of the largest settlement,400,500,,,complex,range,,
Cahokia,USMisSp,Social Complexity variables,Social Scale,Largest communication distance,10,15,,,complex,range,,
Cahokia,USMisSp,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,2,,,,simple,simple,,
